sex,frontal_axis,vertical_axis,lateral_axis,sensor_id,RSSI,Phase,frequent,Label
0,0.35411,0.96229,-0.03649,3.0,-58.5,4.6019,924.25,1
0,0.35411,0.96229,-0.03649,3.0,-58.5,4.6019,924.25,1
0,0.35411,0.96229,-0.03649,3.0,-58.5,4.6019,924.25,1
0,0.35411,0.96229,-0.03649,3.0,-58.5,4.6019,924.25,1
0,0.35411,0.96229,-0.03649,3.0,-58.5,4.6019,924.25,1
0,0.35411,0.96229,-0.03649,3.0,-58.5,4.6019,924.25,1
0,0.35411,0.96229,-0.03649,1.0,-57.0,5.8046,924.25,1
0,0.35411,0.96229,-0.03649,1.0,-57.0,5.8046,924.25,1
0,0.35411,0.96229,-0.03649,1.0,-57.0,5.8046,924.25,1
0,0.35411,0.96229,-0.03649,1.0,-57.0,5.8046,924.25,1
0,0.35411,0.96229,-0.03649,1.0,-57.0,5.8046,924.25,1
0,0.35411,0.96229,-0.03649,1.0,-57.0,5.8046,924.25,1
0,0.35411,0.96229,-0.03649,4.0,-58.5,0.18561,925.25,1
0,0.35411,0.96229,-0.03649,4.0,-58.5,0.18561,925.25,1
0,0.35411,0.96229,-0.03649,4.0,-58.5,0.18561,925.25,1
0,0.35411,0.96229,-0.03649,4.0,-58.5,0.18561,925.25,1
0,0.35411,0.96229,-0.03649,4.0,-58.5,0.18561,925.25,1
0,0.35411,0.96229,-0.03649,4.0,-58.5,0.18561,925.25,1
0,0.35411,0.96229,-0.03649,1.0,-57.0,2.2826,924.75,1
0,0.35411,0.96229,-0.03649,1.0,-57.0,2.2826,924.75,1
0,0.35411,0.96229,-0.03649,1.0,-57.0,2.2826,924.75,1
0,0.35411,0.96229,-0.03649,1.0,-57.0,2.2826,924.75,1
0,0.35411,0.96229,-0.03649,1.0,-57.0,2.2826,924.75,1
0,0.35411,0.96229,-0.03649,1.0,-57.0,2.2826,924.75,1
0,0.50654,0.90487,0.020525,3.0,-59.5,0.03835,921.75,1
0,0.50654,0.90487,0.020525,3.0,-59.5,0.03835,921.75,1
0,0.50654,0.90487,0.020525,3.0,-59.5,0.03835,921.75,1
0,0.50654,0.90487,0.020525,3.0,-59.5,0.03835,921.75,1
0,0.50654,0.90487,0.020525,3.0,-59.5,0.03835,921.75,1
0,0.50654,0.90487,0.020525,3.0,-59.5,0.03835,921.75,1
0,0.50654,0.90487,0.020525,3.0,-58.0,4.9364,923.75,1
0,0.50654,0.90487,0.020525,3.0,-58.0,4.9364,923.75,1
0,0.50654,0.90487,0.020525,3.0,-58.0,4.9364,923.75,1
0,0.50654,0.90487,0.020525,3.0,-58.0,4.9364,923.75,1
0,0.50654,0.90487,0.020525,3.0,-58.0,4.9364,923.75,1
0,0.50654,0.90487,0.020525,3.0,-58.0,4.9364,923.75,1
0,0.33066,0.98526,-0.047893,1.0,-57.0,0.41878,923.25,1
0,0.33066,0.98526,-0.047893,1.0,-57.0,0.41878,923.25,1
0,0.33066,0.98526,-0.047893,1.0,-57.0,0.41878,923.25,1
0,0.33066,0.98526,-0.047893,1.0,-57.0,0.41878,923.25,1
0,0.33066,0.98526,-0.047893,1.0,-57.0,0.41878,923.25,1
0,0.33066,0.98526,-0.047893,1.0,-57.0,0.41878,923.25,1
0,0.37756,0.95081,-0.03649,1.0,-56.0,5.1312,921.25,1
0,0.37756,0.95081,-0.03649,1.0,-56.0,5.1312,921.25,1
0,0.37756,0.95081,-0.03649,1.0,-56.0,5.1312,921.25,1
0,0.37756,0.95081,-0.03649,1.0,-56.0,5.1312,921.25,1
0,0.37756,0.95081,-0.03649,1.0,-56.0,5.1312,921.25,1
0,0.37756,0.95081,-0.03649,1.0,-56.0,5.1312,921.25,1
0,0.28376,0.98526,-0.082102,1.0,-57.0,1.9083,925.25,1
0,0.28376,0.98526,-0.082102,1.0,-57.0,1.9083,925.25,1
0,0.28376,0.98526,-0.082102,1.0,-57.0,1.9083,925.25,1
0,0.28376,0.98526,-0.082102,1.0,-57.0,1.9083,925.25,1
0,0.28376,0.98526,-0.082102,1.0,-57.0,1.9083,925.25,1
0,0.28376,0.98526,-0.082102,1.0,-57.0,1.9083,925.25,1
0,0.28376,0.98526,-0.082102,1.0,-57.0,5.4211,924.75,1
0,0.28376,0.98526,-0.082102,1.0,-57.0,5.4211,924.75,1
0,0.28376,0.98526,-0.082102,1.0,-57.0,5.4211,924.75,1
0,0.28376,0.98526,-0.082102,1.0,-57.0,5.4211,924.75,1
0,0.28376,0.98526,-0.082102,1.0,-57.0,5.4211,924.75,1
0,0.28376,0.98526,-0.082102,1.0,-57.0,5.4211,924.75,1
0,0.43619,0.93932,-0.013684,3.0,-58.5,4.987,923.75,1
0,0.43619,0.93932,-0.013684,3.0,-58.5,4.987,923.75,1
0,0.43619,0.93932,-0.013684,3.0,-58.5,4.987,923.75,1
0,0.43619,0.93932,-0.013684,3.0,-58.5,4.987,923.75,1
0,0.43619,0.93932,-0.013684,3.0,-58.5,4.987,923.75,1
0,0.43619,0.93932,-0.013684,3.0,-58.5,4.987,923.75,1
0,0.43619,0.93932,-0.013684,3.0,-59.5,0.42184,925.75,1
0,0.43619,0.93932,-0.013684,3.0,-59.5,0.42184,925.75,1
0,0.43619,0.93932,-0.013684,3.0,-59.5,0.42184,925.75,1
0,0.43619,0.93932,-0.013684,3.0,-59.5,0.42184,925.75,1
0,0.43619,0.93932,-0.013684,3.0,-59.5,0.42184,925.75,1
0,0.43619,0.93932,-0.013684,3.0,-59.5,0.42184,925.75,1
0,0.35411,0.96229,-0.047893,4.0,-56.5,5.3137,923.25,1
0,0.35411,0.96229,-0.047893,4.0,-56.5,5.3137,923.25,1
0,0.35411,0.96229,-0.047893,4.0,-56.5,5.3137,923.25,1
0,0.35411,0.96229,-0.047893,4.0,-56.5,5.3137,923.25,1
0,0.35411,0.96229,-0.047893,4.0,-56.5,5.3137,923.25,1
0,0.35411,0.96229,-0.047893,4.0,-56.5,5.3137,923.25,1
0,0.35411,0.96229,-0.047893,1.0,-56.5,5.9503,920.25,1
0,0.35411,0.96229,-0.047893,1.0,-56.5,5.9503,920.25,1
0,0.35411,0.96229,-0.047893,1.0,-56.5,5.9503,920.25,1
0,0.35411,0.96229,-0.047893,1.0,-56.5,5.9503,920.25,1
0,0.35411,0.96229,-0.047893,1.0,-56.5,5.9503,920.25,1
0,0.35411,0.96229,-0.047893,1.0,-56.5,5.9503,920.25,1
0,0.35411,0.96229,-0.047893,1.0,-56.5,4.3964,922.25,1
0,0.35411,0.96229,-0.047893,1.0,-56.5,4.3964,922.25,1
0,0.35411,0.96229,-0.047893,1.0,-56.5,4.3964,922.25,1
0,0.35411,0.96229,-0.047893,1.0,-56.5,4.3964,922.25,1
0,0.35411,0.96229,-0.047893,1.0,-56.5,4.3964,922.25,1
0,0.35411,0.96229,-0.047893,1.0,-56.5,4.3964,922.25,1
0,0.35411,0.96229,-0.047893,1.0,-56.0,5.1787,921.25,1
0,0.35411,0.96229,-0.047893,1.0,-56.0,5.1787,921.25,1
0,0.35411,0.96229,-0.047893,1.0,-56.0,5.1787,921.25,1
0,0.35411,0.96229,-0.047893,1.0,-56.0,5.1787,921.25,1
0,0.35411,0.96229,-0.047893,1.0,-56.0,5.1787,921.25,1
0,0.35411,0.96229,-0.047893,1.0,-56.0,5.1787,921.25,1
0,0.35411,0.96229,-0.047893,1.0,-57.5,5.8951,924.25,1
0,0.35411,0.96229,-0.047893,1.0,-57.5,5.8951,924.25,1
0,0.35411,0.96229,-0.047893,1.0,-57.5,5.8951,924.25,1
0,0.35411,0.96229,-0.047893,1.0,-57.5,5.8951,924.25,1
0,0.35411,0.96229,-0.047893,1.0,-57.5,5.8951,924.25,1
0,0.35411,0.96229,-0.047893,1.0,-57.5,5.8951,924.25,1
0,0.35411,0.96229,-0.047893,1.0,-56.5,5.5653,920.75,1
0,0.35411,0.96229,-0.047893,1.0,-56.5,5.5653,920.75,1
0,0.35411,0.96229,-0.047893,1.0,-56.5,5.5653,920.75,1
0,0.35411,0.96229,-0.047893,1.0,-56.5,5.5653,920.75,1
0,0.35411,0.96229,-0.047893,1.0,-56.5,5.5653,920.75,1
0,0.35411,0.96229,-0.047893,1.0,-56.5,5.5653,920.75,1
0,0.30721,0.97377,-0.070699,1.0,-57.5,5.484,924.75,1
0,0.30721,0.97377,-0.070699,1.0,-57.5,5.484,924.75,1
0,0.30721,0.97377,-0.070699,1.0,-57.5,5.484,924.75,1
0,0.30721,0.97377,-0.070699,1.0,-57.5,5.484,924.75,1
0,0.30721,0.97377,-0.070699,1.0,-57.5,5.484,924.75,1
0,0.30721,0.97377,-0.070699,1.0,-57.5,5.484,924.75,1
0,0.30721,0.97377,-0.070699,3.0,-59.5,2.5188,922.75,1
0,0.30721,0.97377,-0.070699,3.0,-59.5,2.5188,922.75,1
0,0.30721,0.97377,-0.070699,3.0,-59.5,2.5188,922.75,1
0,0.30721,0.97377,-0.070699,3.0,-59.5,2.5188,922.75,1
0,0.30721,0.97377,-0.070699,3.0,-59.5,2.5188,922.75,1
0,0.30721,0.97377,-0.070699,3.0,-59.5,2.5188,922.75,1
0,0.30721,0.97377,-0.070699,4.0,-56.5,5.7877,922.75,1
0,0.30721,0.97377,-0.070699,4.0,-56.5,5.7877,922.75,1
0,0.30721,0.97377,-0.070699,4.0,-56.5,5.7877,922.75,1
0,0.30721,0.97377,-0.070699,4.0,-56.5,5.7877,922.75,1
0,0.30721,0.97377,-0.070699,4.0,-56.5,5.7877,922.75,1
0,0.30721,0.97377,-0.070699,4.0,-56.5,5.7877,922.75,1
0,0.36583,0.96229,-0.03649,4.0,-57.0,4.8198,923.75,1
0,0.36583,0.96229,-0.03649,4.0,-57.0,4.8198,923.75,1
0,0.36583,0.96229,-0.03649,4.0,-57.0,4.8198,923.75,1
0,0.36583,0.96229,-0.03649,4.0,-57.0,4.8198,923.75,1
0,0.36583,0.96229,-0.03649,4.0,-57.0,4.8198,923.75,1
0,0.36583,0.96229,-0.03649,4.0,-57.0,4.8198,923.75,1
0,0.36583,0.96229,-0.03649,3.0,-59.0,3.5818,925.75,1
0,0.36583,0.96229,-0.03649,3.0,-59.0,3.5818,925.75,1
0,0.36583,0.96229,-0.03649,3.0,-59.0,3.5818,925.75,1
0,0.36583,0.96229,-0.03649,3.0,-59.0,3.5818,925.75,1
0,0.36583,0.96229,-0.03649,3.0,-59.0,3.5818,925.75,1
0,0.36583,0.96229,-0.03649,3.0,-59.0,3.5818,925.75,1
0,0.36583,0.96229,-0.03649,4.0,-56.5,5.3444,923.25,1
0,0.36583,0.96229,-0.03649,4.0,-56.5,5.3444,923.25,1
0,0.36583,0.96229,-0.03649,4.0,-56.5,5.3444,923.25,1
0,0.36583,0.96229,-0.03649,4.0,-56.5,5.3444,923.25,1
0,0.36583,0.96229,-0.03649,4.0,-56.5,5.3444,923.25,1
0,0.36583,0.96229,-0.03649,4.0,-56.5,5.3444,923.25,1
0,0.36583,0.96229,-0.03649,3.0,-60.0,5.2861,923.25,1
0,0.36583,0.96229,-0.03649,3.0,-60.0,5.2861,923.25,1
0,0.36583,0.96229,-0.03649,3.0,-60.0,5.2861,923.25,1
0,0.36583,0.96229,-0.03649,3.0,-60.0,5.2861,923.25,1
0,0.36583,0.96229,-0.03649,3.0,-60.0,5.2861,923.25,1
0,0.36583,0.96229,-0.03649,3.0,-60.0,5.2861,923.25,1
0,0.36583,0.96229,-0.03649,4.0,-56.5,5.418,920.25,1
0,0.36583,0.96229,-0.03649,4.0,-56.5,5.418,920.25,1
0,0.36583,0.96229,-0.03649,4.0,-56.5,5.418,920.25,1
0,0.36583,0.96229,-0.03649,4.0,-56.5,5.418,920.25,1
0,0.36583,0.96229,-0.03649,4.0,-56.5,5.418,920.25,1
0,0.36583,0.96229,-0.03649,4.0,-56.5,5.418,920.25,1
0,0.36583,0.96229,-0.03649,3.0,-61.0,5.9503,922.25,1
0,0.36583,0.96229,-0.03649,3.0,-61.0,5.9503,922.25,1
0,0.36583,0.96229,-0.03649,3.0,-61.0,5.9503,922.25,1
0,0.36583,0.96229,-0.03649,3.0,-61.0,5.9503,922.25,1
0,0.36583,0.96229,-0.03649,3.0,-61.0,5.9503,922.25,1
0,0.36583,0.96229,-0.03649,3.0,-61.0,5.9503,922.25,1
0,0.34238,0.97377,-0.059296,1.0,-57.0,5.9902,924.25,1
0,0.34238,0.97377,-0.059296,1.0,-57.0,5.9902,924.25,1
0,0.34238,0.97377,-0.059296,1.0,-57.0,5.9902,924.25,1
0,0.34238,0.97377,-0.059296,1.0,-57.0,5.9902,924.25,1
0,0.34238,0.97377,-0.059296,1.0,-57.0,5.9902,924.25,1
0,0.34238,0.97377,-0.059296,1.0,-57.0,5.9902,924.25,1
0,0.34238,0.97377,-0.059296,4.0,-56.0,1.8116,920.75,1
0,0.34238,0.97377,-0.059296,4.0,-56.0,1.8116,920.75,1
0,0.34238,0.97377,-0.059296,4.0,-56.0,1.8116,920.75,1
0,0.34238,0.97377,-0.059296,4.0,-56.0,1.8116,920.75,1
0,0.34238,0.97377,-0.059296,4.0,-56.0,1.8116,920.75,1
0,0.34238,0.97377,-0.059296,4.0,-56.0,1.8116,920.75,1
0,0.34238,0.97377,-0.059296,3.0,-59.5,0.82375,925.25,1
0,0.34238,0.97377,-0.059296,3.0,-59.5,0.82375,925.25,1
0,0.34238,0.97377,-0.059296,3.0,-59.5,0.82375,925.25,1
0,0.34238,0.97377,-0.059296,3.0,-59.5,0.82375,925.25,1
0,0.34238,0.97377,-0.059296,3.0,-59.5,0.82375,925.25,1
0,0.34238,0.97377,-0.059296,3.0,-59.5,0.82375,925.25,1
0,0.34238,0.96229,-0.03649,4.0,-56.5,0.80074,921.75,1
0,0.34238,0.96229,-0.03649,4.0,-56.5,0.80074,921.75,1
0,0.34238,0.96229,-0.03649,4.0,-56.5,0.80074,921.75,1
0,0.34238,0.96229,-0.03649,4.0,-56.5,0.80074,921.75,1
0,0.34238,0.96229,-0.03649,4.0,-56.5,0.80074,921.75,1
0,0.34238,0.96229,-0.03649,4.0,-56.5,0.80074,921.75,1
0,0.34238,0.96229,-0.047893,1.0,-58.0,1.7027,925.75,1
0,0.34238,0.96229,-0.047893,1.0,-58.0,1.7027,925.75,1
0,0.34238,0.96229,-0.047893,1.0,-58.0,1.7027,925.75,1
0,0.34238,0.96229,-0.047893,1.0,-58.0,1.7027,925.75,1
0,0.34238,0.96229,-0.047893,1.0,-58.0,1.7027,925.75,1
0,0.34238,0.96229,-0.047893,1.0,-58.0,1.7027,925.75,1
0,0.34238,0.96229,-0.047893,1.0,-57.0,6.1267,920.25,1
0,0.34238,0.96229,-0.047893,1.0,-57.0,6.1267,920.25,1
0,0.34238,0.96229,-0.047893,1.0,-57.0,6.1267,920.25,1
0,0.34238,0.96229,-0.047893,1.0,-57.0,6.1267,920.25,1
0,0.34238,0.96229,-0.047893,1.0,-57.0,6.1267,920.25,1
0,0.34238,0.96229,-0.047893,1.0,-57.0,6.1267,920.25,1
0,0.34238,0.96229,-0.047893,1.0,-57.0,4.5559,922.25,1
0,0.34238,0.96229,-0.047893,1.0,-57.0,4.5559,922.25,1
0,0.34238,0.96229,-0.047893,1.0,-57.0,4.5559,922.25,1
0,0.34238,0.96229,-0.047893,1.0,-57.0,4.5559,922.25,1
0,0.34238,0.96229,-0.047893,1.0,-57.0,4.5559,922.25,1
0,0.34238,0.96229,-0.047893,1.0,-57.0,4.5559,922.25,1
0,0.37756,0.95081,-0.0022806,3.0,-59.0,4.5835,924.25,1
0,0.37756,0.95081,-0.0022806,3.0,-59.0,4.5835,924.25,1
0,0.37756,0.95081,-0.0022806,3.0,-59.0,4.5835,924.25,1
0,0.37756,0.95081,-0.0022806,3.0,-59.0,4.5835,924.25,1
0,0.37756,0.95081,-0.0022806,3.0,-59.0,4.5835,924.25,1
0,0.37756,0.95081,-0.0022806,3.0,-59.0,4.5835,924.25,1
0,0.37756,0.95081,-0.0022806,1.0,-57.0,5.6926,920.75,1
0,0.37756,0.95081,-0.0022806,1.0,-57.0,5.6926,920.75,1
0,0.37756,0.95081,-0.0022806,1.0,-57.0,5.6926,920.75,1
0,0.37756,0.95081,-0.0022806,1.0,-57.0,5.6926,920.75,1
0,0.37756,0.95081,-0.0022806,1.0,-57.0,5.6926,920.75,1
0,0.37756,0.95081,-0.0022806,1.0,-57.0,5.6926,920.75,1
0,0.37756,0.95081,-0.0022806,1.0,-57.5,2.1108,925.25,1
0,0.37756,0.95081,-0.0022806,1.0,-57.5,2.1108,925.25,1
0,0.37756,0.95081,-0.0022806,1.0,-57.5,2.1108,925.25,1
0,0.37756,0.95081,-0.0022806,1.0,-57.5,2.1108,925.25,1
0,0.37756,0.95081,-0.0022806,1.0,-57.5,2.1108,925.25,1
0,0.37756,0.95081,-0.0022806,1.0,-57.5,2.1108,925.25,1
0,0.37756,0.95081,-0.0022806,3.0,-58.5,4.2691,924.75,1
0,0.37756,0.95081,-0.0022806,3.0,-58.5,4.2691,924.75,1
0,0.37756,0.95081,-0.0022806,3.0,-58.5,4.2691,924.75,1
0,0.37756,0.95081,-0.0022806,3.0,-58.5,4.2691,924.75,1
0,0.37756,0.95081,-0.0022806,3.0,-58.5,4.2691,924.75,1
0,0.37756,0.95081,-0.0022806,3.0,-58.5,4.2691,924.75,1
0,0.27203,0.99674,-0.059296,1.0,-57.0,4.9885,921.75,1
0,0.27203,0.99674,-0.059296,1.0,-57.0,4.9885,921.75,1
0,0.27203,0.99674,-0.059296,1.0,-57.0,4.9885,921.75,1
0,0.27203,0.99674,-0.059296,1.0,-57.0,4.9885,921.75,1
0,0.27203,0.99674,-0.059296,1.0,-57.0,4.9885,921.75,1
0,0.27203,0.99674,-0.059296,1.0,-57.0,4.9885,921.75,1
0,0.27203,0.99674,-0.059296,1.0,-57.0,0.26998,923.75,1
0,0.27203,0.99674,-0.059296,1.0,-57.0,0.26998,923.75,1
0,0.27203,0.99674,-0.059296,1.0,-57.0,0.26998,923.75,1
0,0.27203,0.99674,-0.059296,1.0,-57.0,0.26998,923.75,1
0,0.27203,0.99674,-0.059296,1.0,-57.0,0.26998,923.75,1
0,0.27203,0.99674,-0.059296,1.0,-57.0,0.26998,923.75,1
0,0.27203,0.99674,-0.059296,3.0,-59.0,3.5742,925.75,1
0,0.27203,0.99674,-0.059296,3.0,-59.0,3.5742,925.75,1
0,0.27203,0.99674,-0.059296,3.0,-59.0,3.5742,925.75,1
0,0.27203,0.99674,-0.059296,3.0,-59.0,3.5742,925.75,1
0,0.27203,0.99674,-0.059296,3.0,-59.0,3.5742,925.75,1
0,0.27203,0.99674,-0.059296,3.0,-59.0,3.5742,925.75,1
0,0.29548,1.0082,-0.059296,1.0,-57.0,6.1252,920.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.0,6.1252,920.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.0,6.1252,920.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.0,6.1252,920.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.0,6.1252,920.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.0,6.1252,920.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.0,1.4113,922.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.0,1.4113,922.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.0,1.4113,922.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.0,1.4113,922.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.0,1.4113,922.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.0,1.4113,922.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.0,5.2907,921.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.0,5.2907,921.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.0,5.2907,921.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.0,5.2907,921.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.0,5.2907,921.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.0,5.2907,921.25,1
0,0.29548,1.0082,-0.059296,1.0,-58.5,6.1543,924.25,1
0,0.29548,1.0082,-0.059296,1.0,-58.5,6.1543,924.25,1
0,0.29548,1.0082,-0.059296,1.0,-58.5,6.1543,924.25,1
0,0.29548,1.0082,-0.059296,1.0,-58.5,6.1543,924.25,1
0,0.29548,1.0082,-0.059296,1.0,-58.5,6.1543,924.25,1
0,0.29548,1.0082,-0.059296,1.0,-58.5,6.1543,924.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.5,0.42798,925.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.5,0.42798,925.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.5,0.42798,925.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.5,0.42798,925.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.5,0.42798,925.25,1
0,0.29548,1.0082,-0.059296,1.0,-57.5,0.42798,925.25,1
0,0.29548,0.93932,-0.013684,4.0,-56.5,5.9503,922.25,4
0,0.29548,0.93932,-0.013684,4.0,-56.5,5.9503,922.25,4
0,0.29548,0.93932,-0.013684,4.0,-56.5,5.9503,922.25,4
0,0.29548,0.93932,-0.013684,4.0,-56.5,5.9503,922.25,4
0,0.29548,0.93932,-0.013684,4.0,-56.5,5.9503,922.25,4
0,0.29548,0.93932,-0.013684,4.0,-56.5,5.9503,922.25,4
0,0.22513,1.0656,0.13456,4.0,-56.0,5.1036,922.75,4
0,0.22513,1.0656,0.13456,4.0,-56.0,5.1036,922.75,4
0,0.22513,1.0656,0.13456,4.0,-56.0,5.1036,922.75,4
0,0.22513,1.0656,0.13456,4.0,-56.0,5.1036,922.75,4
0,0.22513,1.0656,0.13456,4.0,-56.0,5.1036,922.75,4
0,0.22513,1.0656,0.13456,4.0,-56.0,5.1036,922.75,4
0,0.22513,1.0656,0.13456,4.0,-56.0,4.9364,921.75,4
0,0.22513,1.0656,0.13456,4.0,-56.0,4.9364,921.75,4
0,0.22513,1.0656,0.13456,4.0,-56.0,4.9364,921.75,4
0,0.22513,1.0656,0.13456,4.0,-56.0,4.9364,921.75,4
0,0.22513,1.0656,0.13456,4.0,-56.0,4.9364,921.75,4
0,0.22513,1.0656,0.13456,4.0,-56.0,4.9364,921.75,4
0,0.22513,1.0656,0.13456,1.0,-56.0,1.8392,921.75,4
0,0.22513,1.0656,0.13456,1.0,-56.0,1.8392,921.75,4
0,0.22513,1.0656,0.13456,1.0,-56.0,1.8392,921.75,4
0,0.22513,1.0656,0.13456,1.0,-56.0,1.8392,921.75,4
0,0.22513,1.0656,0.13456,1.0,-56.0,1.8392,921.75,4
0,0.22513,1.0656,0.13456,1.0,-56.0,1.8392,921.75,4
0,0.77622,0.74411,0.031928,1.0,-56.0,5.4963,923.25,1
0,0.77622,0.74411,0.031928,1.0,-56.0,5.4963,923.25,1
0,0.77622,0.74411,0.031928,1.0,-56.0,5.4963,923.25,1
0,0.77622,0.74411,0.031928,1.0,-56.0,5.4963,923.25,1
0,0.77622,0.74411,0.031928,1.0,-56.0,5.4963,923.25,1
0,0.77622,0.74411,0.031928,4.0,-57.0,4.4025,920.25,1
0,0.77622,0.74411,0.031928,4.0,-57.0,4.4025,920.25,1
0,0.77622,0.74411,0.031928,4.0,-57.0,4.4025,920.25,1
0,0.77622,0.74411,0.031928,4.0,-57.0,4.4025,920.25,1
0,0.77622,0.74411,0.031928,4.0,-57.0,4.4025,920.25,1
0,0.77622,0.74411,0.031928,4.0,-57.0,4.4025,920.25,1
0,0.77622,0.74411,0.031928,3.0,-57.0,5.306,922.25,1
0,0.77622,0.74411,0.031928,3.0,-57.0,5.306,922.25,1
0,0.77622,0.74411,0.031928,3.0,-57.0,5.306,922.25,1
0,0.77622,0.74411,0.031928,3.0,-57.0,5.306,922.25,1
0,0.77622,0.74411,0.031928,3.0,-57.0,5.306,922.25,1
0,0.77622,0.74411,0.031928,3.0,-57.0,5.306,922.25,3
0,1.1514,0.26182,0.077541,3.0,-52.0,5.7601,924.25,3
0,1.1514,0.26182,0.077541,3.0,-52.0,5.7601,924.25,3
0,1.1514,0.26182,0.077541,3.0,-52.0,5.7601,924.25,3
0,1.1514,0.26182,0.077541,3.0,-52.0,5.7601,924.25,3
0,1.1514,0.26182,0.077541,3.0,-52.0,5.7601,924.25,3
0,1.1514,0.26182,0.077541,3.0,-52.0,5.7601,924.25,3
0,0.8583,0.22737,-0.4584,4.0,-66.0,4.9609,920.75,3
0,0.8583,0.22737,-0.4584,4.0,-66.0,4.9609,920.75,3
0,0.8583,0.22737,-0.4584,4.0,-66.0,4.9609,920.75,3
0,0.8583,0.22737,-0.4584,4.0,-66.0,4.9609,920.75,3
0,0.8583,0.22737,-0.4584,4.0,-66.0,4.9609,920.75,3
0,0.8583,0.22737,-0.4584,4.0,-66.0,4.9609,920.75,3
0,1.1749,0.078086,-0.13912,3.0,-56.5,1.0446,924.75,3
0,1.1749,0.078086,-0.13912,3.0,-56.5,1.0446,924.75,3
0,1.1749,0.078086,-0.13912,3.0,-56.5,1.0446,924.75,3
0,1.1749,0.078086,-0.13912,3.0,-56.5,1.0446,924.75,3
0,1.1749,0.078086,-0.13912,3.0,-56.5,1.0446,924.75,3
0,1.1749,0.078086,-0.13912,3.0,-56.5,1.0446,924.75,3
0,1.1749,0.078086,-0.13912,4.0,-62.0,0.20555,922.75,3
0,1.1749,0.078086,-0.13912,4.0,-62.0,0.20555,922.75,3
0,1.1749,0.078086,-0.13912,4.0,-62.0,0.20555,922.75,3
0,1.1749,0.078086,-0.13912,4.0,-62.0,0.20555,922.75,3
0,1.1749,0.078086,-0.13912,4.0,-62.0,0.20555,922.75,3
0,1.1749,0.078086,-0.13912,4.0,-62.0,0.20555,922.75,3
0,1.1749,0.078086,-0.13912,4.0,-62.0,5.438,923.75,3
0,1.1749,0.078086,-0.13912,4.0,-62.0,5.438,923.75,3
0,1.1749,0.078086,-0.13912,4.0,-62.0,5.438,923.75,3
0,1.1749,0.078086,-0.13912,4.0,-62.0,5.438,923.75,3
0,1.1749,0.078086,-0.13912,4.0,-62.0,5.438,923.75,3
0,1.1749,0.078086,-0.13912,4.0,-62.0,5.438,923.75,3
0,1.1749,0.078086,-0.13912,3.0,-57.0,0.052155,925.75,3
0,1.1749,0.078086,-0.13912,3.0,-57.0,0.052155,925.75,3
0,1.1749,0.078086,-0.13912,3.0,-57.0,0.052155,925.75,3
0,1.1749,0.078086,-0.13912,3.0,-57.0,0.052155,925.75,3
0,1.1749,0.078086,-0.13912,3.0,-57.0,0.052155,925.75,3
0,1.1749,0.078086,-0.13912,3.0,-57.0,0.052155,925.75,3
0,1.1749,0.078086,-0.13912,3.0,-55.5,4.6096,923.25,3
0,1.1749,0.078086,-0.13912,3.0,-55.5,4.6096,923.25,3
0,1.1749,0.078086,-0.13912,3.0,-55.5,4.6096,923.25,3
0,1.1749,0.078086,-0.13912,3.0,-55.5,4.6096,923.25,3
0,1.1749,0.078086,-0.13912,3.0,-55.5,4.6096,923.25,3
0,1.1749,0.078086,-0.13912,3.0,-55.5,4.6096,923.25,3
0,1.1632,-0.025263,-0.093505,4.0,-63.5,5.6052,920.25,3
0,1.1632,-0.025263,-0.093505,4.0,-63.5,5.6052,920.25,3
0,1.1632,-0.025263,-0.093505,4.0,-63.5,5.6052,920.25,3
0,1.1632,-0.025263,-0.093505,4.0,-63.5,5.6052,920.25,3
0,1.1632,-0.025263,-0.093505,4.0,-63.5,5.6052,920.25,3
0,1.1632,-0.025263,-0.093505,4.0,-63.5,5.6052,920.25,3
0,1.1632,-0.025263,-0.093505,1.0,-57.0,5.6819,921.25,3
0,1.1632,-0.025263,-0.093505,1.0,-57.0,5.6819,921.25,3
0,1.1632,-0.025263,-0.093505,1.0,-57.0,5.6819,921.25,3
